text,phase,sentiment
Gone are the flamboyant mannerisms that are the trademark of several of his performances .,test,2
Steven Soderbergh does n't remake Andrei Tarkovsky 's Solaris so much as distill it .,test,1
This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,test,3
This one is strictly a lightweight escapist film .,test,2
A generic bloodbath that often becomes laughably unbearable when it is n't merely offensive .,test,1
"More successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",test,1
"All the Queen 's Men is a throwback war movie that fails on so many levels , it should pay reparations to viewers .",test,1
"Lovely and Amazing is Holofcener 's deep , uncompromising curtsy to women she knows , and very likely is .",test,3
Even those of a single digit age will be able to recognize that this story is too goofy ... even for Disney .,test,1
"The predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .",test,1
Less-than-compelling documentary of a Yiddish theater clan .,test,2
A winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .,test,3
"Throwing caution to the wind with an invitation to the hedonist in us all , Nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .",test,3
"The plot combines The Blues Brothers and Almost Famous ( but with bears , and a G rating ) , with an excruciating dollop of Disney sentimentality mixed in for good measure .",test,2
Trailer trash cinema so uncool the only thing missing is the `` Gadzooks ! '',test,1
This is the stuff that Disney movies are made of .,test,3
Decent but dull .,test,1
"Instead of hitting the audience over the head with a moral , Schrader relies on subtle ironies and visual devices to convey point of view .",test,3
"The Santa Clause 2 is a barely adequate babysitter for older kids , but I 've got to give it thumbs down .",test,2
Noyce 's film is contemplative and mournfully reflective .,test,3
"Like its title character , Esther Kahn is unusual but unfortunately also irritating .",test,1
"While Bollywood/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals , it also has plenty for those ( like me ) who are n't .",test,3
There 's not a fresh idea at the core of this tale .,test,1
A very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .,test,1
A three-hour cinema master class .,test,3
A very depressing movie of many missed opportunities .,test,1
"Boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun .",test,3
"Nohe 's documentary about the event is sympathetic without being gullible : He is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .",test,3
But here 's a movie about it anyway .,test,1
It can be safely recommended as a video/DVD babysitter .,test,3
"All in all , it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .",test,3
Hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in Burdette 's dialogue .,test,3
"The Importance of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",test,3
"Lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .",test,1
"Professionally speaking , it 's tempting to jump ship in January to avoid ridiculous schlock like this shoddy suspense thriller .",test,1
"And there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .",test,3
The Hanukkah spirit seems fried in pork .,test,1
"Stinks from start to finish , like a wet burlap sack of gloom .",test,1
"A hard look at one man 's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of Claude Chabrol .",test,3
But it 's too long and too convoluted and it ends in a muddle .,test,1
A flawed but engrossing thriller .,test,3
An elegant film with often surprising twists and an intermingling of naiveté and sophistication .,test,3
There 's no denying that Burns is a filmmaker with a bright future ahead of him .,test,3
( A ) stale retread of the '53 original .,test,1
Boring we did n't .,test,1
Puts on airs of a Hal Hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .,test,1
"As expected , Sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .",test,3
Any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes .,test,1
"Just like Hearst 's enormous yacht , it 's slow and unwieldy and takes a long time to reach its destination .",test,1
"While Hoffman 's performance is great , the subject matter goes nowhere .",test,2
"Utterly lacking in charm , wit and invention , Roberto Benigni 's Pinocchio is an astonishingly bad film .",test,1
"The Movie is clever , offbeat and even gritty enough to overcome my resistance .",test,3
"A depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women .",test,1
The mushy finale turns John Q into a movie-of-the-week tearjerker .,test,3
One of the most splendid entertainments to emerge from the French film industry in years .,test,3
"There 's a heavy stench of ` been there , done that ' hanging over the film .",test,1
"Recoing 's fantastic performance does n't exactly reveal what makes Vincent tick , but perhaps any definitive explanation for it would have felt like a cheat .",test,2
"Vaguely interesting , but it 's just too too much .",test,1
"What 's not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting ' ?",test,3
"It works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory .",test,3
"This filmed Tosca -- not the first , by the way -- is a pretty good job , if it 's filmed Tosca that you want .",test,3
Directed in a paint-by-numbers manner .,test,1
"`` Sweet Home Alabama '' is what it is -- a nice , harmless date film ...",test,3
One of the worst movies of the year .,test,1
"The best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates .",test,3
Solondz is so intent on hammering home his message that he forgets to make it entertaining .,test,1
"This road movie gives you emotional whiplash , and you 'll be glad you went along for the ride .",test,3
"Hey , Happy !",test,3
Watching Spirited Away is like watching an Eastern imagination explode .,test,2
I like my Christmas movies with more elves and snow and less pimps and ho 's .,test,1
Polished Korean political-action film is just as good -- and bad -- as Hollywood action epics .,test,2
It 's such a mechanical endeavor ( that ) it never bothers to question why somebody might devote time to see it .,test,1
"Preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment .",test,3
A movie of technical skill and rare depth of intellect and feeling .,test,3
They ought to be a whole lot scarier than they are in this tepid genre offering .,test,1
... another example of how Sandler is losing his touch .,test,1
It 's the sweet Cinderella story that `` Pretty Woman '' wanted to be .,test,3
"A provocative movie about loss , anger , greed , jealousy , sickness and love .",test,3
A film about a young man finding God that is accessible and touching to the marrow .,test,3
Makes a joke out of car chases for an hour and then gives us half an hour of car chases .,test,1
Nor is it a romantic comedy .,test,2
Billy Crystal and Robert De Niro sleepwalk through vulgarities in a sequel you can refuse .,test,1
"What Lee does so marvelously compelling is present Brown as a catalyst for the struggle of black manhood in restrictive and chaotic America ... sketchy but nevertheless gripping portrait of Jim Brown , a celebrated wonder in the spotlight",test,3
A seriocomic debut of extravagant promise by Georgian-Israeli director Dover Kosashvili .,test,3
This action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,test,1
"There is very little dread or apprehension , and though I like the creepy ideas , they are not executed with anything more than perfunctory skill .",test,1
"The action is reasonably well-done ... yet story , character and comedy bits are too ragged to ever fit smoothly together .",test,2
"And for many of us , that 's good enough .",test,3
A collage of clichés and a dim echo of allusions to other films .,test,1
"Like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it 's one tough rock .",test,3
It all looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer .,test,1
"Buy is an accomplished actress , and this is a big , juicy role .",test,3
"A slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .",test,3
"It 's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn .",test,3
( A ) rare movie that makes us re-assess the basis for our lives and evaluate what is truly ours in a world of meaningless activity .,test,2
"Apart from anything else , this is one of the best-sustained ideas I have ever seen on the screen .",test,3
"You wo n't like Roger , but you will quickly recognize him .",test,1
"The Powerpuff Girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .",test,3
A stylish cast and some clever scripting solutions help Chicago make the transition from stage to screen with considerable appeal intact .,test,3
"All of the elements are in place for a great film noir , but director George Hickenlooper 's approach to the material is too upbeat .",test,1
The lousy lead performances ... keep the movie from ever reaching the comic heights it obviously desired .,test,1
"It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",test,3
A rarity among recent Iranian films : It 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight .,test,3
"This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .",test,3
"Boisterous , heartfelt comedy .",test,3
"Here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit Sascha .",test,1
"The doofus-on - the-loose banter of Welcome to Collinwood has a cocky , after-hours loopiness to it .",test,2
`` What really happened ? '',test,2
"Movie fans , get ready to take off ... the other direction .",test,1
"Priggish , lethargically paced parable of renewal .",test,1
Pipe Dream does have its charms .,test,3
There are now two signs that M. Night Shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : Unbreakable and Signs .,test,1
A solid film ... but more conscientious than it is truly stirring .,test,3
"Bartlett 's hero remains a reactive cipher , when opening the man 's head and heart is the only imaginable reason for the film to be made .",test,2
A mesmerizing cinematic poem from the first frame to the last .,test,3
An edifying glimpse into the wit and revolutionary spirit of these performers and their era .,test,3
Horrid little propaganda film with fascinating connections not only to the Serbs themselves but also to a network of American right-wing extremists .,test,3
It strikes hardest ... when it reminds you how pertinent its dynamics remain .,test,3
Too silly to take seriously .,test,1
"A strong script , powerful direction and splendid production design allows us to be transported into the life of Wladyslaw Szpilman , who is not only a pianist , but a good human being .",test,3
"In his debut as a film director , Denzel Washington delivers a lean and engaging work .",test,3
"But even then , I 'd recommend waiting for DVD and just skipping straight to her scenes .",test,1
Bears is bad .,test,1
"It provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .",test,3
"It wo n't harm anyone , but neither can I think of a very good reason to rush right out and see it .",test,2
The film never finds its tone and several scenes run too long .,test,1
"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",test,1
A sophomoric exploration of ` life problems ' most people solved long ago -- or at least got tired of hearing people kvetch about .,test,1
"Sweet Home Alabama is n't going to win any Academy Awards , but this date-night diversion will definitely win some hearts .",test,3
The movie should be credited with remembering his victims .,test,2
"But Windtalkers does n't beat that one , either .",test,1
"At the one-hour mark , Herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .",test,1
"Rife with the rueful , wry humor springing out of Yiddish culture and language .",test,3
"While obviously aimed at kids , The Country Bears ... should keep parents amused with its low groan-to-guffaw ratio .",test,3
"The continued good chemistry between Carmen and Juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .",test,3
"Khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum .",test,3
It gets the details of its time frame right but it completely misses its emotions .,test,1
It made me want to wrench my eyes out of my head and toss them at the screen .,test,1
"You wo n't believe much of it , but you will laugh at the audacity , at the who 's who casting and the sheer insanity of it all .",test,2
I could n't help but feel the wasted potential of this slapstick comedy .,test,1
"Having never been a huge fan of Dickens ' 800-page novel , it surprised me how much pleasure I had watching McGrath 's version .",test,3
"Suffice to say that after seeing this movie in IMAX form , you 'll be more acquainted with the tiniest details of Tom Hanks ' face than his wife is .",test,2
"It 's a much more emotional journey than what Shyamalan has given us in his past two movies , and Gibson , stepping in for Bruce Willis , is the perfect actor to take us on the trip .",test,3
Sewer rats could watch this movie and be so skeeved out that they 'd need a shower .,test,1
... Pray does n't have a passion for the material .,test,1
Historical dramas fused with love triangle is a well worn conceit .,test,2
"Oedekerk wrote Patch Adams , for which he should not be forgiven .",test,1
"Its strengths and weaknesses play off each other virtually to a stand-off , with the unfortunate trump card being the dreary mid-section of the film .",test,2
Not since Ghostbusters has a film used Manhattan 's architecture in such a gloriously goofy way .,test,3
The filmmakers might want to look it up .,test,2
"This overlong infomercial , due out on video before month 's end , is tepid and tedious .",test,1
It 's just incredibly dull .,test,1
"Triple X is a double agent , and he 's one bad dude .",test,3
"Lux , now in her eighties , does a great combination act as narrator , Jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history .",test,3
"It 's as sorry a mess as its director 's diabolical debut , Mad Cows .",test,1
It 's still terrible !,test,1
A film in a class with Spike Lee 's masterful Do The Right Thing .,test,3
"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",test,3
"It 's an exhilarating place to visit , this laboratory of laughter .",test,3
"Despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .",test,1
It 's not original enough .,test,1
Just send it to Cranky .,test,1
But an unwillingness to explore beyond the surfaces of her characters prevents Nettelbeck 's film from coming together .,test,1
Sweet and memorable film .,test,3
"It 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .",test,1
Has a long and clunky ending ... which forces the audience to fidget through ten pseudo-serious minutes while waiting for the ending credits and the deleted scenes montage to break the audience 's awkward silence,test,2
"More romantic , more emotional and ultimately more satisfying than the teary-eyed original .",test,3
"The screenplay does too much meandering , Norton has to recite bland police procedural details , Fiennes wanders around in an attempt to seem weird and distanced , Hopkins looks like a drag queen .",test,1
Escapism in its purest form .,test,3
"The movie feels like it 's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens .",test,1
"4Ever has the same sledgehammer appeal as Pokemon videos , but it breathes more on the big screen and induces headaches more slowly .",test,3
"Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money .",test,1
`` The Adventures of Pluto Nash '' is a big time stinker .,test,1
Mom and Dad can catch some quality naptime along the way .,test,2
A fairly enjoyable mixture of Longest Yard ... and the 1999 Guy Ritchie caper Lock Stock and Two Smoking Barrels .,test,3
There 's no way to sort out the mess in our heads and deconstruct where it all went wrong .,test,2
"A lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love .",test,3
"The journey to the secret 's eventual discovery is a separate adventure , and thrill enough .",test,3
The 50-something lovebirds are too immature and unappealing to care about .,test,1
The story loses its bite in a last-minute happy ending that 's even less plausible than the rest of the picture .,test,1
"Directed with purpose and finesse by England 's Roger Mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as Notting Hill to commercial fare with real thematic heft .",test,3
The story and structure are well-honed .,test,3
"The result is a powerful , naturally dramatic piece of low-budget filmmaking .",test,3
"There are touching moments in Etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .",test,1
The talk-heavy film plays like one of Robert Altman 's lesser works .,test,2
The fact that it is n't very good is almost beside the point .,test,1
Less front-loaded and more shapely than the two-hour version released here in 1990 .,test,2
Has all the right elements but completely fails to gel together .,test,2
A sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .,test,1
Equilibrium is what George Orwell might have imagined had today 's mood-altering drug therapy been envisioned by chemists in 1949 .,test,2
under-rehearsed and lifeless,test,1
"A boring masquerade ball where normally good actors , even Kingsley , are made to look bad .",test,1
"Bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences .",test,2
Films are made of little moments .,test,2
"Nothing Denis has made before , like Beau Travil and Nenette et Boni , could prepare us for this gory , perverted , sex-soaked riff on the cannibal genre .",test,1
"If Oscar had a category called Best Bad Film You Thought Was Going To Be Really Awful But Was n't , Guys would probably be duking it out with The Queen of the Damned for the honor .",test,1
"( Morgan ) , Judd and Franklin ca n't save the script , rooted in a novel by Joseph Finder , from some opportunism .",test,2
A puzzling experience .,test,2
"Workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies .",test,3
"If you can stomach the rough content , it 's worth checking out for the performances alone .",test,3
"The humor is hinged on the belief that knees in the crotch , elbows in the face and spit in the eye are inherently funny .",test,1
The best film about baseball to hit theaters since Field of Dreams .,test,3
"This 72-minute film does have some exciting scenes , but it 's a tad slow .",test,2
"An awfully good , achingly human picture .",test,3
This riveting World War II moral suspense story deals with the shadow side of American culture : racial prejudice in its ugly and diverse forms .,test,1
"This charming but slight tale has warmth , wit and interesting characters compassionately portrayed .",test,3
A remarkable 179-minute meditation on the nature of revolution .,test,3
"No , even that 's too committed .",test,1
Those 24-and-unders looking for their own Caddyshack to adopt as a generational signpost may have to keep on looking .,test,1
"Your 20th outing shows off a lot of stamina and vitality , and get this , Madonna 's cameo does n't suck !",test,3
"`` Analyze That '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .",test,1
"`` What John does is heroic , but we do n't condone it , '' one of the film 's stars recently said , a tortuous comment that perfectly illustrates the picture 's moral schizophrenia .",test,2
I wish Windtalkers had had more faith in the dramatic potential of this true story .,test,2
"Terminally bland , painfully slow and needlessly confusing ... The movie , shot on digital videotape rather than film , is frequently indecipherable .",test,1
"The film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",test,3
"While Holm is terrific as both men and Hjejle quite appealing , the film fails to make the most out of the intriguing premise .",test,2
"Even if Invincible is not quite the career peak that The Pianist is for Roman Polanski , it demonstrates that Werner Herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken .",test,3
"It 's a beautiful film , full of elaborate and twisted characters - and it 's also pretty funny .",test,3
"An unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture .",test,3
"Although trying to balance self-referential humor and a normal ol' slasher plot seemed like a decent endeavor , the result does n't fully satisfy either the die-hard Jason fans or those who can take a good joke .",test,1
Uneven but a lot of fun .,test,3
"Illiterate , often inert sci-fi action thriller .",test,1
"Inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss .",test,3
A science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .,test,1
"The Chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film .",test,1
"You have to pay attention to follow all the stories , but they 're each interesting .",test,3
The kind of primal storytelling that George Lucas can only dream of .,test,3
"In all the annals of the movies , few films have been this odd , inexplicable and unpleasant .",test,1
Steven Spielberg brings us another masterpiece,test,3
"As an entertainment destination for the general public , Kung Pow sets a new benchmark for lameness .",test,1
Never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .,test,1
"Please , someone , stop Eric Schaeffer before he makes another film .",test,1
Too bad none of it is funny .,test,1
Birot 's directorial debut ( she co-wrote the script with Christophe Honoré ) is n't so much bad as it is bland .,test,1
"Chilling , well-acted , and finely directed : David Jacobson 's Dahmer .",test,3
Blithely anachronistic and slyly achronological .,test,2
First-timer John McKay is never able to pull it back on course .,test,1
"Adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized .",test,1
A dazzling dream of a documentary .,test,3
... one resurrection too many .,test,1
I hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,test,3
"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",test,3
Do n't hate El Crimen del Padre Amaro because it 's anti-Catholic .,test,2
"It is a kickass , dense sci-fi action thriller hybrid that delivers and then some .",test,3
"... a low rate Annie featuring some kid who ca n't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school .",test,1
The lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,test,1
"... a great , participatory spectator sport . '",test,3
... delivers few moments of inspiration amid the bland animation and simplistic story .,test,2
"The only thing worse than your substandard , run-of-the-mill Hollywood picture is an angst-ridden attempt to be profound .",test,1
The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .,test,3
"The performances are immaculate , with Roussillon providing comic relief .",test,3
The New Guy does have a heart .,test,3
"First and foremost ... the reason to go see `` Blue Crush '' is the phenomenal , water-born cinematography by David Hennings .",test,3
"The plot of the comeback curlers is n't very interesting actually , but what I like about Men With Brooms and what is kind of special is how the film knows what 's unique and quirky about Canadians .",test,3
"Affirms the gifts of all involved , starting with Spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .",test,3
"A dim-witted and lazy spin-off of the Animal Planet documentary series , Crocodile Hunter is entertainment opportunism at its most glaring .",test,1
"Chances are you wo n't , either .",test,2
"The nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .",test,1
( Leigh ) lays it on so thick this time that it feels like a suicide race .,test,2
"The Last Kiss will probably never achieve the popularity of My Big Fat Greek Wedding , but its provocative central wedding sequence has far more impact .",test,3
"At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",test,3
"This rather superficial arthouse middle-brow film knows how to please a crowd , and that 's about all it does well .",test,2
"It 's provocative stuff , but the speculative effort is hampered by Taylor 's cartoonish performance and the film 's ill-considered notion that Hitler 's destiny was shaped by the most random of chances .",test,1
"The film benefits greatly from a less manic tone than its predecessor , as Cho appears to have settled comfortably into her skin .",test,3
"A strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing Spider-Man .",test,3
Do n't let your festive spirit go this far .,test,1
"scenario that will give most parents pause ... Then , something terrible happens .",test,2
"In scope , ambition and accomplishment , Children of the Century ... takes Kurys ' career to a whole new level .",test,3
Tiresomely derivative and hammily acted .,test,1
"Costner 's warm-milk persona is just as ill-fitting as Shadyac 's perfunctory directing chops , and some of the more overtly silly dialogue would sink Laurence Olivier .",test,1
I 'm just too bored to care .,test,1
"... has its moments , but ultimately , its curmudgeon does n't quite make the cut of being placed on any list of favorites .",test,2
The best movie of its kind since ` Brazil . ',test,3
Director David Fincher and writer David Koepp ca n't sustain it .,test,1
"Like Vardalos and Corbett , who play their roles with vibrant charm , the film , directed by Joel Zwick , is heartfelt and hilarious in ways you ca n't fake .",test,3
"Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .",test,3
May seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman .,test,2
"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .",test,3
Late Marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love .,test,3
"The French are rather good at this kind of thing , unlike the Americans , who have a passion for Musketeers , only to spoof them .",test,2
Those moviegoers who would automatically bypass a hip-hop documentary should give `` Scratch '' a second look .,test,3
I ca n't recommend it .,test,1
"At its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture .",test,3
"Here 's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior .",test,1
"You get the idea , though , that Kapur intended the film to be more than that .",test,2
"Though it inspires some ( out-of-field ) creative thought , the film is -- to its own detriment -- much more a cinematic collage than a polemical tract .",test,2
The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,test,1
The movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart .,test,1
"For anyone who remembers the '60s or is interested in one man 's response to stroke , Ram Dass : Fierce Grace is worth seeking out .",test,3
The only fun part of the movie is playing the obvious game .,test,1
The advantage of a postapocalyptic setting is that it can be made on the cheap .,test,1
A haunting tale of murder and mayhem .,test,3
The backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense .,test,1
Neither revelatory nor truly edgy -- merely crassly flamboyant and comedically labored .,test,1
Credibility levels are low and character development a non-starter .,test,1
The next big thing 's not-so-big ( and not-so-hot ) directorial debut .,test,2
"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .",test,2
Astonishing ... ( frames ) profound ethical and philosophical questions in the form of dazzling pop entertainment .,test,3
A sobering and powerful documentary about the most severe kind of personal loss : rejection by one 's mother .,test,3
I 'll bet the video game is a lot more fun than the film .,test,1
A predictable and stereotypical little B-movie .,test,1
"`` Frailty '' has been written so well , that even a simple `` Goddammit ! ''",test,3
"( T ) here 's only so much anyone can do with a florid , overplotted , Anne Rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .",test,1
"Executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted Scrooge could fail to respond .",test,3
A uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot .,test,3
"At its worst the screenplay is callow , but at its best it is a young artist 's thoughtful consideration of fatherhood .",test,2
Broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case .,test,3
"This slow-moving Swedish film offers not even a hint of joy , preferring to focus on the humiliation of Martin as he defecates in bed and urinates on the plants at his own birthday party .",test,2
Tries to work in the same vein as the brilliance of Animal House but instead comes closer to the failure of the third Revenge of the Nerds sequel .,test,1
"Showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .",test,1
A bit too derivative to stand on its own as the psychological thriller it purports to be .,test,2
"Things really get weird , though not particularly scary : the movie is all portent and no content .",test,1
"There 's an excellent 90-minute film here ; unfortunately , it runs for 170 .",test,1
Run for your lives !,test,1
"A zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking Morlocks .",test,1
"The cast has a high time , but de Broca has little enthusiasm for such antique pulp .",test,2
But it 's defiantly and delightfully against the grain .,test,3
Clever but not especially compelling .,test,2
"A lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s European-set spy pictures .",test,3
"Collateral Damage offers formula payback and the Big Payoff , but the explosions tend to simply hit their marks , pyro-correctly .",test,2
"For those of an indulgent , slightly sunbaked and summery mind , Sex and Lucia may well prove diverting enough .",test,3
"As Weber and Weissman demonstrate with such insight and celebratory verve , the Cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",test,3
"Broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed .",test,3
"What Full Frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment .",test,3
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises",test,3
"For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",test,3
"The action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises .",test,1
It 's hard to believe that something so short could be so flabby .,test,1
The terrific and bewilderingly underrated Campbell Scott gives a star performance that is nothing short of mesmerizing .,test,3
"Despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on TV and purports to amuse small children and ostensible adults .",test,1
Great dragons !,test,3
( A ) stuporously solemn film .,test,2
The tenderness of the piece is still intact .,test,3
"The delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a Scrooge or two .",test,3
"Wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by Silly Putty and Kmart blue-light-special effects all conspire to test Trekkie loyalty .",test,1
No cliche escapes the perfervid treatment of gang warfare called ces Wild .,test,1
I hate this movie,test,1
Jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .,test,1
"Superior genre storytelling , which gets under our skin simply by crossing the nuclear line .",test,3
"Reign of Fire may be little more than another platter of reheated Aliens , but it 's still pretty tasty .",test,3
The modern remake of Dumas 's story is long on narrative and ( too ) short on action .,test,1
An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .,test,1
A film that begins with the everyday lives of naval personnel in San Diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times I saw the film .,test,3
One from the heart .,test,3
A ragbag of cliches .,test,1
"Despite Juliet Stevenon 's attempt to bring cohesion to Pamela 's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs .",test,1
"Foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",test,3
The things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .,test,1
Jackson and co have brought back the value and respect for the term epic cinema .,test,3
"Seen in that light , Moonlight Mile should strike a nerve in many .",test,3
Perhaps the most annoying thing about Who Is Cletis Tout ?,test,2
"To the civilized mind , a movie like Ballistic : Ecks Vs. Sever is more of an ordeal than an amusement .",test,1
